doc_id,datetime,indicator,text,media,alt_text,likes,reposts,replies,username,handle,user_description,user_image,user_followers,sponsored,target,condition,sequence,commented_post,source
1,11.22.25 09:30,front1,The old post house 🏡,https://i.imgur.com/1q8VdGu.jpeg,,778,77,3,English Cottages,englandcottages,Who’s ready to get lost in English Cottage elegance?,https://i.imgur.com/6pWfjKc.jpeg,13900,0,,A,1,0,https://x.com/englandcottages/status/1971191869830050170
2,11.22.25 09:30,front2,"UK artist Helen Musselwhite combines hand cutting, folding and scoring paper and card to create her artworks, which are often inspired by nature ",https://i.imgur.com/W7qu4HR.jpeg,,835,148,3,#WOMENSART,womensart1,"Celebrating ♀'s art & creativity, curated by author & art historian",https://i.imgur.com/u2EDep8.jpeg,462500,0,,A,2,0,https://x.com/womensart1/status/1970065972288454834
3,11.22.25 09:30,sacredFC,"Michael Morton was a young father when he was sentenced to life in prison for the murder of his wife — a crime he didn’t commit. <br> <br> He missed his son’s childhood, lost nearly 25 years behind bars, and carried the weight of a system that failed him. <br> <br> In 2011, DNA evidence finally proved his innocence. <br> <br> He walked out alone into a world that had moved on without him.",https://i.imgur.com/saPfeCV.jpeg,,2500,204,88,Hard Truths,Hardtruths,"Sharing truth, even when it's hard. Because there's just nothing better. ",https://i.imgur.com/yPYyDQ4.png,34000,0,,A,3,0,https://x.com/MorbidKnowledge/status/1843644041864294467?s=20
4,11.22.25 09:30,sacredCH,A heartwarming moment – A father finally reunites with his two sons after eight long months of forced displacement caused by war. ❤️,https://i.imgur.com/HgkNqVE.png,,360,60,15,Gavin Troyer,GavinTroyer1776,Journalist & Youtuber,https://i.imgur.com/Z4u8uMg.jpeg,26200,0,,A,4,0,
5,11.22.25 09:30,sacredLB,"She waited 63 years. <br> <br> Clara Gantt never gave up hope that her husband, U.S. Army Sgt. 1st Class Joseph Gantt, would come home. He was captured during the Korean War and declared MIA but his remains weren't identified until 2013. In her 90s, Clara stood tall as his flag draped casket was finally returned. <br> <br> She never remarried.",https://i.imgur.com/CYvdp69.jpeg,,214,25,3,Monica8503,monica8503,"I collect poems, stories, and forgotten histories",https://i.imgur.com/0tArIje.jpeg,20600,0,,A,5,0,https://x.com/MilitaryCooI/status/1940491170247070194
6,11.22.25 09:30,meme,whyy😫,https://i.imgur.com/AJ72FcQ.jpeg,,300,430,17,9GAG,9GAG,Building memeland one meme at a time,https://i.imgur.com/3A1kFLR.jpeg,1610000,0,,A,6,0,https://x.com/9GAG/status/1989544144486735959?s=20
7,11.22.25 09:30,nail,Obsessed with my new nail polish. I feel like my hands are so naked without my beautiful radiant nail polish.,https://i.imgur.com/Kn65XB6.jpeg,,59,2,19,JessieM,jessiemae,☕️ always chasing cozy vibes,https://i.imgur.com/kn1agoL.png,20000,0,,A,7,0,https://x.com/cottonxanny/status/1991196375749472496?s=20
8,11.22.25 09:30,ad,A drink to help you double down on fun. #JackDaniels #CountryCocktails #MakeItCount,https://i.imgur.com/ZFLuPou.jpeg,,104,22,2,Jack Daniel's,JackDaniels_US,Official page of Jack Daniel's US,https://i.imgur.com/EeI1ZGS.jpeg,189100,1,,A,8,0,https://x.com/JackDaniels_US/status/1587914444633505793
9,11.22.25 09:30,end1,Travel Songs (1981) / Jonas Mekas,https://i.imgur.com/2ChxzOb.jpeg,,332,45,0,cinematicfella.,cinematicfella,"fond of cinema, books & music",https://i.imgur.com/Avgj971.jpeg,72000,0,,A,9,0,https://x.com/cinematicfella/status/1942589864320590174?s=20
10,11.22.25 09:30,end2,"""What I like best is staying home and reading."" John Waters",https://i.imgur.com/MwuxBqE.jpeg,,1400,282,40,PergamentG,Pergament_G,Zweig | Philosophy | Classical literature | Bibliophile,https://i.imgur.com/kJtz0Ga.jpeg,66600,0,,A,10,0,
11,11.22.25 09:30,front1,The old post house 🏡,https://i.imgur.com/1q8VdGu.jpeg,,778,77,3,English Cottages,englandcottages,Who’s ready to get lost in English Cottage elegance?,https://i.imgur.com/6pWfjKc.jpeg,13900,0,,B,1,0,
12,11.22.25 09:30,front2,"UK artist Helen Musselwhite combines hand cutting, folding and scoring paper and card to create her artworks, which are often inspired by nature ",https://i.imgur.com/W7qu4HR.jpeg,,835,148,3,#WOMENSART,womensart1,"Celebrating ♀'s art & creativity, curated by author & art historian",https://i.imgur.com/u2EDep8.jpeg,462500,0,,B,2,0,
13,11.22.25 09:30,sacredFC,"Michael Morton was a young father when he was sentenced to life in prison for the murder of his wife — a crime he didn’t commit. <br> <br> He missed his son’s childhood, lost nearly 25 years behind bars, and carried the weight of a system that failed him. <br> <br> In 2011, DNA evidence finally proved his innocence. <br> <br> He walked out alone into a world that had moved on without him.",https://i.imgur.com/saPfeCV.jpeg,,2500,204,88,Hard Truths,Hardtruths,"Sharing truth, even when it's hard. Because there's just nothing better. ",https://i.imgur.com/yPYyDQ4.png,34000,0,,B,3,0,
14,11.22.25 09:30,sacredLB,"She waited 63 years. <br> <br> Clara Gantt never gave up hope that her husband, U.S. Army Sgt. 1st Class Joseph Gantt, would come home. He was captured during the Korean War and declared MIA but his remains weren't identified until 2013. In her 90s, Clara stood tall as his flag draped casket was finally returned. <br> <br> She never remarried.",https://i.imgur.com/CYvdp69.jpeg,,214,25,3,Monica8503,monica8503,"I collect poems, stories, and forgotten histories",https://i.imgur.com/0tArIje.jpeg,20600,0,,B,4,0,
15,11.22.25 09:30,sacredCH,A heartwarming moment – A father finally reunites with his two sons after eight long months of forced displacement caused by war. ❤️,https://i.imgur.com/HgkNqVE.png,,360,60,15,Gavin Troyer,GavinTroyer1776,Journalist & Youtuber,https://i.imgur.com/Z4u8uMg.jpeg,26200,0,,B,5,0,
16,11.22.25 09:30,meme,whyy😫,https://i.imgur.com/AJ72FcQ.jpeg,,300,430,17,9GAG,9GAG,Building memeland one meme at a time,https://i.imgur.com/3A1kFLR.jpeg,1610000,0,,B,6,0,
17,11.22.25 09:30,nail,Obsessed with my new nail polish. I feel like my hands are so naked without my beautiful radiant nail polish.,https://i.imgur.com/Kn65XB6.jpeg,,59,2,19,JessieM,jessiemae,☕️ always chasing cozy vibes,https://i.imgur.com/kn1agoL.png,20000,0,,B,7,0,
18,11.22.25 09:30,ad,A drink to help you double down on fun. #JackDaniels #CountryCocktails #MakeItCount,https://i.imgur.com/ZFLuPou.jpeg,,104,22,2,Jack Daniel's,JackDaniels_US,Official page of Jack Daniel's US,https://i.imgur.com/EeI1ZGS.jpeg,189100,1,,B,8,0,
19,11.22.25 09:30,end1,Travel Songs (1981) / Jonas Mekas,https://i.imgur.com/2ChxzOb.jpeg,,332,45,0,cinematicfella.,cinematicfella,"fond of cinema, books & music",https://i.imgur.com/Avgj971.jpeg,72000,0,,B,9,0,
20,11.22.25 09:30,end2,"""What I like best is staying home and reading."" John Waters",https://i.imgur.com/MwuxBqE.jpeg,,1400,282,40,PergamentG,Pergament_G,Zweig | Philosophy | Classical literature | Bibliophile,https://i.imgur.com/kJtz0Ga.jpeg,66600,0,,B,10,0,
21,11.22.25 09:30,front1,The old post house 🏡,https://i.imgur.com/1q8VdGu.jpeg,,778,77,3,English Cottages,englandcottages,Who’s ready to get lost in English Cottage elegance?,https://i.imgur.com/6pWfjKc.jpeg,13900,0,,C,1,0,
22,11.22.25 09:30,front2,"UK artist Helen Musselwhite combines hand cutting, folding and scoring paper and card to create her artworks, which are often inspired by nature ",https://i.imgur.com/W7qu4HR.jpeg,,835,148,3,#WOMENSART,womensart1,"Celebrating ♀'s art & creativity, curated by author & art historian",https://i.imgur.com/u2EDep8.jpeg,462500,0,,C,2,0,
23,11.22.25 09:30,sacredCH,A heartwarming moment – A father finally reunites with his two sons after eight long months of forced displacement caused by war. ❤️,https://i.imgur.com/HgkNqVE.png,,360,60,15,Gavin Troyer,GavinTroyer1776,Journalist & Youtuber,https://i.imgur.com/Z4u8uMg.jpeg,26200,0,,C,3,0,
24,11.22.25 09:30,sacredFC,"Michael Morton was a young father when he was sentenced to life in prison for the murder of his wife — a crime he didn’t commit. <br> <br> He missed his son’s childhood, lost nearly 25 years behind bars, and carried the weight of a system that failed him. <br> <br> In 2011, DNA evidence finally proved his innocence. <br> <br> He walked out alone into a world that had moved on without him.",https://i.imgur.com/saPfeCV.jpeg,,2500,204,88,Hard Truths,Hardtruths,"Sharing truth, even when it's hard. Because there's just nothing better. ",https://i.imgur.com/yPYyDQ4.png,34000,0,,C,4,0,
25,11.22.25 09:30,sacredLB,"She waited 63 years. <br> <br> Clara Gantt never gave up hope that her husband, U.S. Army Sgt. 1st Class Joseph Gantt, would come home. He was captured during the Korean War and declared MIA but his remains weren't identified until 2013. In her 90s, Clara stood tall as his flag draped casket was finally returned. <br> <br> She never remarried.",https://i.imgur.com/CYvdp69.jpeg,,214,25,3,Monica8503,monica8503,"I collect poems, stories, and forgotten histories",https://i.imgur.com/0tArIje.jpeg,20600,0,,C,5,0,
26,11.22.25 09:30,meme,whyy😫,https://i.imgur.com/AJ72FcQ.jpeg,,300,430,17,9GAG,9GAG,Building memeland one meme at a time,https://i.imgur.com/3A1kFLR.jpeg,1610000,0,,C,6,0,
27,11.22.25 09:30,nail,Obsessed with my new nail polish. I feel like my hands are so naked without my beautiful radiant nail polish.,https://i.imgur.com/Kn65XB6.jpeg,,59,2,19,JessieM,jessiemae,☕️ always chasing cozy vibes,https://i.imgur.com/kn1agoL.png,20000,0,,C,7,0,
28,11.22.25 09:30,ad,A drink to help you double down on fun. #JackDaniels #CountryCocktails #MakeItCount,https://i.imgur.com/ZFLuPou.jpeg,,104,22,2,Jack Daniel's,JackDaniels_US,Official page of Jack Daniel's US,https://i.imgur.com/EeI1ZGS.jpeg,189100,1,,C,8,0,
29,11.22.25 09:30,end1,Travel Songs (1981) / Jonas Mekas,https://i.imgur.com/2ChxzOb.jpeg,,332,45,0,cinematicfella.,cinematicfella,"fond of cinema, books & music",https://i.imgur.com/Avgj971.jpeg,72000,0,,C,9,0,
30,11.22.25 09:30,end2,"""What I like best is staying home and reading."" John Waters",https://i.imgur.com/MwuxBqE.jpeg,,1400,282,40,PergamentG,Pergament_G,Zweig | Philosophy | Classical literature | Bibliophile,https://i.imgur.com/kJtz0Ga.jpeg,66600,0,,C,10,0,
31,11.22.25 09:30,front1,The old post house 🏡,https://i.imgur.com/1q8VdGu.jpeg,,778,77,3,English Cottages,englandcottages,Who’s ready to get lost in English Cottage elegance?,https://i.imgur.com/6pWfjKc.jpeg,13900,0,,D,1,0,
32,11.22.25 09:30,front2,"UK artist Helen Musselwhite combines hand cutting, folding and scoring paper and card to create her artworks, which are often inspired by nature ",https://i.imgur.com/W7qu4HR.jpeg,,835,148,3,#WOMENSART,womensart1,"Celebrating ♀'s art & creativity, curated by author & art historian",https://i.imgur.com/u2EDep8.jpeg,462500,0,,D,2,0,
33,11.22.25 09:30,sacredCH,A heartwarming moment – A father finally reunites with his two sons after eight long months of forced displacement caused by war. ❤️,https://i.imgur.com/HgkNqVE.png,,360,60,15,Gavin Troyer,GavinTroyer1776,Journalist & Youtuber,https://i.imgur.com/Z4u8uMg.jpeg,26200,0,,D,3,0,
34,11.22.25 09:30,sacredLB,"She waited 63 years. <br> <br> Clara Gantt never gave up hope that her husband, U.S. Army Sgt. 1st Class Joseph Gantt, would come home. He was captured during the Korean War and declared MIA but his remains weren't identified until 2013. In her 90s, Clara stood tall as his flag draped casket was finally returned. <br> <br> She never remarried.",https://i.imgur.com/CYvdp69.jpeg,,214,25,3,Monica8503,monica8503,"I collect poems, stories, and forgotten histories",https://i.imgur.com/0tArIje.jpeg,20600,0,,D,4,0,
35,11.22.25 09:30,sacredFC,"Michael Morton was a young father when he was sentenced to life in prison for the murder of his wife — a crime he didn’t commit. <br> <br> He missed his son’s childhood, lost nearly 25 years behind bars, and carried the weight of a system that failed him. <br> <br> In 2011, DNA evidence finally proved his innocence. <br> <br> He walked out alone into a world that had moved on without him.",https://i.imgur.com/saPfeCV.jpeg,,2500,204,88,Hard Truths,Hardtruths,"Sharing truth, even when it's hard. Because there's just nothing better. ",https://i.imgur.com/yPYyDQ4.png,34000,0,,D,5,0,
36,11.22.25 09:30,meme,whyy😫,https://i.imgur.com/AJ72FcQ.jpeg,,300,430,17,9GAG,9GAG,Building memeland one meme at a time,https://i.imgur.com/3A1kFLR.jpeg,1610000,0,,D,6,0,
37,11.22.25 09:30,nail,Obsessed with my new nail polish. I feel like my hands are so naked without my beautiful radiant nail polish.,https://i.imgur.com/Kn65XB6.jpeg,,59,2,19,JessieM,jessiemae,☕️ always chasing cozy vibes,https://i.imgur.com/kn1agoL.png,20000,0,,D,7,0,
38,11.22.25 09:30,ad,A drink to help you double down on fun. #JackDaniels #CountryCocktails #MakeItCount,https://i.imgur.com/ZFLuPou.jpeg,,104,22,2,Jack Daniel's,JackDaniels_US,Official page of Jack Daniel's US,https://i.imgur.com/EeI1ZGS.jpeg,189100,1,,D,8,0,
39,11.22.25 09:30,end1,Travel Songs (1981) / Jonas Mekas,https://i.imgur.com/2ChxzOb.jpeg,,332,45,0,cinematicfella.,cinematicfella,"fond of cinema, books & music",https://i.imgur.com/Avgj971.jpeg,72000,0,,D,9,0,
40,11.22.25 09:30,end2,"""What I like best is staying home and reading."" John Waters",https://i.imgur.com/MwuxBqE.jpeg,,1400,282,40,PergamentG,Pergament_G,Zweig | Philosophy | Classical literature | Bibliophile,https://i.imgur.com/kJtz0Ga.jpeg,66600,0,,D,10,0,
41,11.22.25 09:30,front1,The old post house 🏡,https://i.imgur.com/1q8VdGu.jpeg,,778,77,3,English Cottages,englandcottages,Who’s ready to get lost in English Cottage elegance?,https://i.imgur.com/6pWfjKc.jpeg,13900,0,,E,1,0,
42,11.22.25 09:30,front2,"UK artist Helen Musselwhite combines hand cutting, folding and scoring paper and card to create her artworks, which are often inspired by nature ",https://i.imgur.com/W7qu4HR.jpeg,,835,148,3,#WOMENSART,womensart1,"Celebrating ♀'s art & creativity, curated by author & art historian",https://i.imgur.com/u2EDep8.jpeg,462500,0,,E,2,0,
43,11.22.25 09:30,sacredLB,"She waited 63 years. <br> <br> Clara Gantt never gave up hope that her husband, U.S. Army Sgt. 1st Class Joseph Gantt, would come home. He was captured during the Korean War and declared MIA but his remains weren't identified until 2013. In her 90s, Clara stood tall as his flag draped casket was finally returned. <br> <br> She never remarried.",https://i.imgur.com/CYvdp69.jpeg,,214,25,3,Monica8503,monica8503,"I collect poems, stories, and forgotten histories",https://i.imgur.com/0tArIje.jpeg,20600,0,,E,3,0,
44,11.22.25 09:30,sacredCH,A heartwarming moment – A father finally reunites with his two sons after eight long months of forced displacement caused by war. ❤️,https://i.imgur.com/HgkNqVE.png,,360,60,15,Gavin Troyer,GavinTroyer1776,Journalist & Youtuber,https://i.imgur.com/Z4u8uMg.jpeg,26200,0,,E,4,0,
45,11.22.25 09:30,sacredFC,"Michael Morton was a young father when he was sentenced to life in prison for the murder of his wife — a crime he didn’t commit. <br> <br> He missed his son’s childhood, lost nearly 25 years behind bars, and carried the weight of a system that failed him. <br> <br> In 2011, DNA evidence finally proved his innocence. <br> <br> He walked out alone into a world that had moved on without him.",https://i.imgur.com/saPfeCV.jpeg,,2500,204,88,Hard Truths,Hardtruths,"Sharing truth, even when it's hard. Because there's just nothing better. ",https://i.imgur.com/yPYyDQ4.png,34000,0,,E,5,0,
46,11.22.25 09:30,meme,whyy😫,https://i.imgur.com/AJ72FcQ.jpeg,,300,430,17,9GAG,9GAG,Building memeland one meme at a time,https://i.imgur.com/3A1kFLR.jpeg,1610000,0,,E,6,0,
47,11.22.25 09:30,nail,Obsessed with my new nail polish. I feel like my hands are so naked without my beautiful radiant nail polish.,https://i.imgur.com/Kn65XB6.jpeg,,59,2,19,JessieM,jessiemae,☕️ always chasing cozy vibes,https://i.imgur.com/kn1agoL.png,20000,0,,E,7,0,
48,11.22.25 09:30,ad,A drink to help you double down on fun. #JackDaniels #CountryCocktails #MakeItCount,https://i.imgur.com/ZFLuPou.jpeg,,104,22,2,Jack Daniel's,JackDaniels_US,Official page of Jack Daniel's US,https://i.imgur.com/EeI1ZGS.jpeg,189100,1,,E,8,0,
49,11.22.25 09:30,end1,Travel Songs (1981) / Jonas Mekas,https://i.imgur.com/2ChxzOb.jpeg,,332,45,0,cinematicfella.,cinematicfella,"fond of cinema, books & music",https://i.imgur.com/Avgj971.jpeg,72000,0,,E,9,0,
50,11.22.25 09:30,end2,"""What I like best is staying home and reading."" John Waters",https://i.imgur.com/MwuxBqE.jpeg,,1400,282,40,PergamentG,Pergament_G,Zweig | Philosophy | Classical literature | Bibliophile,https://i.imgur.com/kJtz0Ga.jpeg,66600,0,,E,10,0,
51,11.22.25 09:30,front1,The old post house 🏡,https://i.imgur.com/1q8VdGu.jpeg,,778,77,3,English Cottages,englandcottages,Who’s ready to get lost in English Cottage elegance?,https://i.imgur.com/6pWfjKc.jpeg,13900,0,,F,1,0,
52,11.22.25 09:30,front2,"UK artist Helen Musselwhite combines hand cutting, folding and scoring paper and card to create her artworks, which are often inspired by nature ",https://i.imgur.com/W7qu4HR.jpeg,,835,148,3,#WOMENSART,womensart1,"Celebrating ♀'s art & creativity, curated by author & art historian",https://i.imgur.com/u2EDep8.jpeg,462500,0,,F,2,0,
53,11.22.25 09:30,sacredLB,"She waited 63 years. <br> <br> Clara Gantt never gave up hope that her husband, U.S. Army Sgt. 1st Class Joseph Gantt, would come home. He was captured during the Korean War and declared MIA but his remains weren't identified until 2013. In her 90s, Clara stood tall as his flag draped casket was finally returned. <br> <br> She never remarried.",https://i.imgur.com/CYvdp69.jpeg,,214,25,3,Monica8503,monica8503,"I collect poems, stories, and forgotten histories",https://i.imgur.com/0tArIje.jpeg,20600,0,,F,3,0,
54,11.22.25 09:30,sacredFC,"Michael Morton was a young father when he was sentenced to life in prison for the murder of his wife — a crime he didn’t commit. <br> <br> He missed his son’s childhood, lost nearly 25 years behind bars, and carried the weight of a system that failed him. <br> <br> In 2011, DNA evidence finally proved his innocence. <br> <br> He walked out alone into a world that had moved on without him.",https://i.imgur.com/saPfeCV.jpeg,,2500,204,88,Hard Truths,Hardtruths,"Sharing truth, even when it's hard. Because there's just nothing better. ",https://i.imgur.com/yPYyDQ4.png,34000,0,,F,4,0,
55,11.22.25 09:30,sacredCH,A heartwarming moment – A father finally reunites with his two sons after eight long months of forced displacement caused by war. ❤️,https://i.imgur.com/HgkNqVE.png,,360,60,15,Gavin Troyer,GavinTroyer1776,Journalist & Youtuber,https://i.imgur.com/Z4u8uMg.jpeg,26200,0,,F,5,0,
56,11.22.25 09:30,meme,whyy😫,https://i.imgur.com/AJ72FcQ.jpeg,,300,430,17,9GAG,9GAG,Building memeland one meme at a time,https://i.imgur.com/3A1kFLR.jpeg,1610000,0,,F,6,0,
57,11.22.25 09:30,nail,Obsessed with my new nail polish. I feel like my hands are so naked without my beautiful radiant nail polish.,https://i.imgur.com/Kn65XB6.jpeg,,59,2,19,JessieM,jessiemae,☕️ always chasing cozy vibes,https://i.imgur.com/kn1agoL.png,20000,0,,F,7,0,
58,11.22.25 09:30,ad,A drink to help you double down on fun. #JackDaniels #CountryCocktails #MakeItCount,https://i.imgur.com/ZFLuPou.jpeg,,104,22,2,Jack Daniel's,JackDaniels_US,Official page of Jack Daniel's US,https://i.imgur.com/EeI1ZGS.jpeg,189100,1,,F,8,0,
59,11.22.25 09:30,end1,Travel Songs (1981) / Jonas Mekas,https://i.imgur.com/2ChxzOb.jpeg,,332,45,0,cinematicfella.,cinematicfella,"fond of cinema, books & music",https://i.imgur.com/Avgj971.jpeg,72000,0,,F,9,0,
60,11.22.25 09:30,end2,"""What I like best is staying home and reading."" John Waters",https://i.imgur.com/MwuxBqE.jpeg,,1400,282,40,PergamentG,Pergament_G,Zweig | Philosophy | Classical literature | Bibliophile,https://i.imgur.com/kJtz0Ga.jpeg,66600,0,,F,10,0,
61,11.22.25 09:30,front1,The old post house 🏡,https://i.imgur.com/1q8VdGu.jpeg,,778,77,3,English Cottages,englandcottages,Who’s ready to get lost in English Cottage elegance?,https://i.imgur.com/6pWfjKc.jpeg,13900,0,,G,1,0,
